region,timePeriod,S
6,52,887743.246754077
6,53,888467.4215240516
6,54,889160.3647871326
6,55,889822.0057317204
6,56,890452.7367345465
6,57,891053.2704227779
6,58,891624.533663733
6,59,892167.5894610614
6,60,892683.5798772344
6,61,893173.6847447981
6,62,893648.4836593145
6,63,894105.8747265447
6,64,894544.6493901026
6,65,894964.2451930665
6,66,895364.5608125712
6,67,895745.8183055705
6,68,896108.4610580646
6,69,896453.0786601865
6,70,896780.3520241156
6,71,897091.0136666684
6,72,897395.2287438657
6,73,897690.4722815689
6,74,897975.1303754945
6,75,898144.3512238963
6,76,898307.901988689
6,77,898464.7494589373
6,78,898614.1601004901
6,79,898876.7150062423
6,80,899123.6207969115
6,81,899355.738890007
6,82,899572.8002150592
6,83,899776.096517504
6,84,899966.7787541093
6,85,900145.8727778554
6,86,900297.8307712629
6,87,900458.0432736729
6,88,900595.2502944851
6,89,900738.8976772223
6,90,900874.3711975495
6,91,901002.2347943945
6,92,901133.0988573272
6,93,901263.9081061501
6,94,901392.555714281
6,95,901517.6318597101
6,96,901638.235043321
6,97,901753.8310327533
6,98,901864.1478588377
6,99,901969.0980336671
6,100,902068.7212635904
6,101,902163.1425431087
6,102,902261.9992566612
6,103,902362.2036548732
6,104,902461.6119106549
6,105,902558.7737725548
6,106,902652.7448293524
6,107,902676.0005485149
6,108,902768.8093489462
6,109,902856.6576666121
6,110,902939.6019285811
6,111,903017.7874783564
6,112,903100.8372034787
6,113,903185.6938535875
6,114,903270.2373412582
6,115,903353.034703782
6,116,903433.152891593
6,117,903510.0191500884
6,118,903583.3173657726
6,119,903652.9115143717
6,120,903718.7894696913
6,121,903781.0220559738
6,122,903849.1305154357
6,123,903919.9917037067
6,124,903991.4202503468
6,125,904061.9202274808
6,126,904130.4989612905
6,127,904196.5279594578
6,128,904259.6394761215
6,129,904317.8825202145
6,130,904371.9579686043
6,131,904423.7682838663
6,132,904482.5503829337
6,133,904544.992403877
6,134,904608.7604479145
6,135,904672.2412570717
6,136,904734.3490545044
6,137,904794.3810691108
6,138,904851.9099148238
6,139,904906.7037982615
6,140,904958.6676795415
6,141,904756.6382766594
6,142,904837.4498132797
6,143,904918.892119845
6,144,904998.9817059375
6,145,905076.4373884137
6,146,905150.480066816
6,147,905217.139858908
6,148,905277.7549150953
6,149,905336.0659877142
6,150,905391.7314490953
6,151,905444.5832234471
6,152,905493.3591173403
6,153,905538.5156318209
6,154,905580.4429829718
6,155,905619.4756306385
7,1,8963.11688215135
7,2,8229.177720734662
7,3,7663.53114014027
7,4,7229.866473235555
7,5,6899.59085602976
7,6,6650.196407660162
7,7,6462.341203731903
7,8,6322.741731450962
7,9,6222.204330015837
7,10,6150.865472857331
7,11,6102.2537785326185
7,12,6071.130389443297
7,13,6053.4820247044445
7,14,6046.152680433079
7,15,6046.66315652796
7,16,6053.068474461257
7,17,6064.061731538754
7,18,6078.186378195467
7,19,6094.523639673871
7,20,6108.510999782262
7,21,6127.804815377755
7,22,6147.589497262206
7,23,6167.5282808643005
7,24,6187.367913977271
7,25,6206.920292375544
7,26,6226.04802492744
7,27,6244.6190531941265
7,28,6262.609635486417
7,29,6279.973379285035
7,30,6296.682439650663
7,31,6312.7231179222645
7,32,6328.080102900065
7,33,6342.762351640245
7,34,6356.783734701204
7,35,6370.161653842721
7,36,6382.915969346818
7,37,6395.0681706660625
7,38,6406.640738142372
7,39,6417.656654614348
7,40,6428.139034467997
7,41,6438.110844577417
7,42,6447.607939813072
7,43,6456.648201651711
7,44,6465.249988917246
7,45,6473.431801912769
7,46,6481.212032922473
7,47,6488.608783468389
7,48,6495.639733015743
7,49,6502.322047195704
7,50,6508.672316256183
7,51,6514.70651651817
7,52,6520.452452246931
7,53,6525.9208458264675
7,54,6531.122805170867
7,55,6536.069586130725
7,56,6540.772416812088
7,57,6545.242369497905
7,58,6549.490269052089
7,59,6553.526629176968
7,60,6557.361609838013
7,61,6561.004990684284
7,62,6564.478655121234
7,63,6567.787600296615
7,64,6570.937453763804
7,65,6573.9342321548365
7,66,6576.784160195985
7,67,6579.493536198119
7,68,6582.068633246538
7,69,6584.515627728644
7,70,6586.840548720165
7,71,6589.049243217344
7,72,6591.1484003324895
7,73,6592.896381069339
7,74,6594.570792202819
7,75,6596.171106121895
7,76,6597.697667119848
7,77,6599.440565907843
7,78,6601.0916498018105
